"software_id";"software_name";"associated_software";"software_description"
"S0044";"JHUHUGIT";"Trojan.Sofacy, Seduploader, JKEYSKW, Sednit, GAMEFISH, SofacyCarberp";"JHUHUGITis malware used byAPT28. It is based on Carberp source code and serves as reconnaissance malware."
"S0201";"JPIN";"";"JPINis a custom-built backdoor family used byPLATINUM. Evidence suggests developers ofJPINandDipsindcode bases were related in some way."
"S0283";"jRAT";"JSocket, AlienSpy, Frutas, Sockrat, Unrecom, jFrutas, Adwind, jBiFrost, Trojan.Maljava";"jRATis a cross-platform, Java-based backdoor originally available for purchase in 2012. Variants ofjRAThave been distributed via a software-as-a-service platform, similar to an online subscription model."
"S0648";"JSS Loader";"";"JSS Loaderis Remote Access Trojan (RAT) with .NET and C++ variants that has been used byFIN7since at least 2020."
"S0325";"Judy";"";"Judyis auto-clicking adware that was distributed through multiple apps in the Google Play Store."
"S0215";"KARAE";"";"KARAEis a backdoor typically used byAPT37as first-stage malware."
"S0088";"Kasidet";"";"Kasidetis a backdoor that has been dropped by using malicious VBA macros."
"S0265";"Kazuar";"";"Kazuaris a fully featured, multi-platform backdoor Trojan written using the Microsoft .NET framework."
"S0585";"Kerrdown";"";"Kerrdownis a custom downloader that has been used byAPT32since at least 2018 to install spyware from a server on the victim's network."
"S0487";"Kessel";"";"Kesselis an advanced version of OpenSSH which acts as a custom backdoor, mainly acting to steal credentials and function as a bot.Kesselhas been active since its C2 domain began resolving in August 2018."
"S1020";"Kevin";"";"Kevinis a backdoor implant written in C++ that has been used byHEXANEsince at least June 2020, including in operations against organizations in Tunisia."
"S0387";"KeyBoy";"";"KeyBoyis malware that has been used in targeted campaigns against members of the Tibetan Parliament in 2016."
"S0276";"Keydnap";"OSX/Keydnap";"This piece of malware steals the content of the user's keychain while maintaining a permanent backdoor  ."
"S0271";"KEYMARBLE";"";"KEYMARBLEis a Trojan that has reportedly been used by the North Korean government."
"S1051";"KEYPLUG";"KEYPLUG.LINUX";"KEYPLUGis a modular backdoor written in C++, with Windows and Linux variants, that has been used byAPT41since at least June 2021."
"S0288";"KeyRaider";"";"KeyRaideris malware that steals Apple account credentials and other data from jailbroken iOS devices. It also has ransomware functionality."
"S0526";"KGH_SPY";"";"KGH_SPYis a modular suite of tools used byKimsukyfor reconnaissance, information stealing, and backdoor capabilities.KGH_SPYderived its name from PDB paths and internal names found in samples containing ""KGH""."
"S0607";"KillDisk";"Win32/KillDisk.NBI, Win32/KillDisk.NBH, Win32/KillDisk.NBD, Win32/KillDisk.NBC, Win32/KillDisk.NBB";"KillDiskis a disk-wiping tool designed to overwrite files with random data to render the OS unbootable. It was first observed as a component ofBlackEnergymalware during cyber attacks against Ukraine in 2015.KillDiskhas since evolved into stand-alone malware used by a variety of threat actors against additional targets in Europe and Latin America; in 2016 a ransomware component was also incorporated into someKillDiskvariants."
"S0599";"Kinsing";"";"Kinsingis Golang-based malware that runs a cryptocurrency miner and attempts to spread itself to other hosts in the victim environment."
"S0437";"Kivars";"";"Kivarsis a modular remote access tool (RAT), derived from the Bifrost RAT, that was used byBlackTechin a 2010 campaign."
"S0250";"Koadic";"";"Koadicis a Windows post-exploitation framework and penetration testing tool that is publicly available on GitHub.Koadichas several options for staging payloads and creating implants, and performs most of its operations using Windows Script Host."
"S0641";"Kobalos";"";"Kobalosis a multi-platform backdoor that can be used against Linux, FreeBSD, and Solaris.Kobaloshas been deployed against high profile targets, including high-performance computers, academic servers, an endpoint security vendor, and a large internet service provider; it has been found in Europe, North America, and Asia.Kobaloswas first identified in late 2019."
"S0669";"KOCTOPUS";"";"KOCTOPUS's batch variant is loader used byLazyScriptersince 2018 to launchOctopusandKoadicand, in some cases,QuasarRAT.KOCTOPUSalso has a VBA variant that has the same functionality as the batch version."
"S0162";"Komplex";"";"Komplexis a backdoor that has been used byAPT28on OS X and appears to be developed in a similar manner toXAgentOSX."
"S0156";"KOMPROGO";"";"KOMPROGOis a signature backdoor used byAPT32that is capable of process, file, and registry management."
"S0356";"KONNI";"";"KONNIis a remote access tool that security researchers assess has been used by North Korean cyber actors since at least 2014.KONNIhas significant code overlap with theNOKKImalware family, and has been linked to several suspected North Korean campaigns targeting political organizations in Russia, East Asia, Europe and the Middle East; there is some evidence potentially linkingKONNItoAPT37."
"S1075";"KOPILUWAK";"";"KOPILUWAKis a JavaScript-based reconnaissance tool that has been used for victim profiling and C2 since at least 2017."
"S0236";"Kwampirs";"";"Kwampirsis a backdoor Trojan used byOrangeworm.Kwampirshas been found on machines which had software installed for the use and control of high-tech imaging devices such as X-Ray and MRI machines.Kwampirshas multiple technical overlaps withShamoonbased on reverse engineering analysis."
"S0349";"LaZagne";"";"LaZagneis a post-exploitation, open-source tool used to recover stored passwords on a system. It has modules for Windows, Linux, and OSX, but is mainly focused on Windows systems.LaZagneis publicly available on GitHub."
"S0395";"LightNeuron";"";"LightNeuronis a sophisticated backdoor that has targeted Microsoft Exchange servers since at least 2014.LightNeuronhas been used byTurlato target diplomatic and foreign affairs-related organizations. The presence of certain strings in the malware suggests a Linux variant ofLightNeuronexists."
"S1119";"LIGHTWIRE";"";"LIGHTWIREis a web shell written in Perl that was used duringCutting Edgeto maintain access and enable command execution by imbedding into the legitimate compcheckresult.cgi component of Ivanti Secure Connect VPNs."
"S0211";"Linfo";"";"Linfois a rootkit trojan used byElderwoodto open a backdoor on compromised hosts."
"S0362";"Linux Rabbit";"";"Linux Rabbitis malware that targeted Linux servers and IoT devices in a campaign lasting from August to October 2018. It shares code with another strain of malware known as Rabbot. The goal of the campaign was to install cryptocurrency miners onto the targeted servers and devices."
"S0513";"LiteDuke";"";"LiteDukeis a third stage backdoor that was used byAPT29, primarily in 2014-2015.LiteDukeused the same dropper asPolyglotDuke, and was found on machines also compromised byMiniDuke."
"S0680";"LitePower";"";"LitePoweris a downloader and second stage malware that has been used byWIRTEsince at least 2021."
"S1121";"LITTLELAMB.WOOLTEA";"";"LITTLELAMB.WOOLTEAis a backdoor that was used by UNC5325 duringCutting Edgeto deploy malware on targeted Ivanti Connect Secure VPNs and to establish persistence across system upgrades and patches."
"S0681";"Lizar";"Tirion";"Lizaris a modular remote access tool written using the .NET Framework that shares structural similarities toCarbanak. It has likely been used byFIN7since at least February 2021."
"S0372";"LockerGoga";"";"LockerGogais ransomware that was first reported in January 2019, and has been tied to various attacks on European companies, including industrial and manufacturing firms."
"S1101";"LoFiSe";"";"LoFiSehas been used byToddyCatsince at least 2023 to identify and collect files of interest on targeted systems."
"S0397";"LoJax";"";"LoJaxis a UEFI rootkit used byAPT28to persist remote access software on targeted systems."
"S0447";"Lokibot";"";"Lokibotis a widely distributed information stealer that was first reported in 2015. It is designed to steal sensitive information such as usernames, passwords, cryptocurrency wallets, and other credentials.Lokibotcan also create a backdoor into infected systems to allow an attacker to install additional payloads."
"S0582";"LookBack";"";"LookBackis a remote access trojan written in C++ that was used against at least three US utility companies in July 2019. The TALONITE activity group has been observed usingLookBack."
"S0451";"LoudMiner";"";"LoudMineris a cryptocurrency miner which uses virtualization software to siphon system resources. The miner has been bundled with pirated copies of Virtual Studio Technology (VST) for Windows and macOS."
"S0042";"LOWBALL";"";"LOWBALLis malware used byadmin@338. It was used in August 2015 in email messages targeting Hong Kong-based media organizations."
"S0121";"Lslsass";"";"Lslsassis a publicly-available tool that can dump active logon session password hashes from the lsass process."
"S0532";"Lucifer";"";"Luciferis a crypto miner and DDoS hybrid malware that leverages well-known exploits to spread laterally on Windows platforms."
"S0010";"Lurid";"Enfal";"Luridis a malware family that has been used by several groups, includingPittyTiger, in targeted attacks as far back as 2006."
"S0409";"Machete";"Pyark";"Macheteis a cyber espionage toolset used byMachete. It is a Python-based backdoor targeting Windows machines that was first observed in 2010."
"S1016";"MacMa";"OSX.CDDS, DazzleSpy";"MacMais a macOS-based backdoor with a large set of functionalities to control and exfiltrate files from a compromised computer.MacMahas been observed in the wild since November 2021."
"S1048";"macOS.OSAMiner";"";"macOS.OSAMineris a Monero mining trojan that was first observed in 2018; security researchers assessedmacOS.OSAMinermay have been circulating since at least 2015.macOS.OSAMineris known for embedding one run-only AppleScript into another, which helped the malware evade full analysis for five years due to a lack of Apple event (AEVT) analysis tools."
"S0282";"MacSpy";"";"MacSpyis a malware-as-a-service offered on the darkweb  ."
"S1060";"Mafalda";"";"Mafaldais a flexible interactive implant that has been used byMetador. Security researchers assess theMafaldaname may be inspired by an Argentinian cartoon character that has been popular as a means of political commentary since the 1960s."
"S0413";"MailSniper";"";"MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used by a non-administrative user to search their own email, or by an Exchange administrator to search the mailboxes of every user in a domain."
"S0485";"Mandrake";"oxide, briar, ricinus, darkmatter";"Mandrakeis a sophisticated Android espionage platform that has been active in the wild since at least 2016.Mandrakeis very actively maintained, with sophisticated features and attacks that are executed with surgical precision.Mandrakehas gone undetected for several years by providing legitimate, ad-free applications with social media and real reviews to back the apps. The malware is only activated when the operators issue a specific command."
"S0317";"Marcher";"";"Marcheris Android malware that is used for financial fraud."
"S0652";"MarkiRAT";"";"MarkiRATis a remote access Trojan (RAT) compiled with Visual Studio that has been used byFerocious Kittensince at least 2015."
"S0167";"Matryoshka";"";"Matryoshkais a malware framework used byCopyKittensthat consists of a dropper, loader, and RAT. It has multiple versions; v1 was seen in the wild from July 2016 until January 2017. v2 has fewer commands and other minor differences."
"S0303";"MazarBOT";"";"MazarBOTis Android malware that was distributed via SMS in Denmark in 2016."
"S0449";"Maze";"";"Mazeransomware, previously known as ""ChaCha"", was discovered in May 2019. In addition to encrypting files on victim machines for impact,Mazeoperators conduct information stealing campaigns prior to encryption and post the information online to extort affected companies."
"S0500";"MCMD";"";"MCMDis a remote access tool that provides remote command shell capability used byDragonfly 2.0."
"S0459";"MechaFlounder";"";"MechaFlounderis a python-based remote access tool (RAT) that has been used byAPT39. The payload uses a combination of actor developed code and code snippets freely available online in development communities."
"S0175";"meek";"";"meekis an open-source Tor plugin that tunnels Tor traffic through HTTPS connections."
"S0576";"MegaCortex";"";"MegaCortexis ransomware that first appeared in May 2019.MegaCortexhas mainly targeted industrial organizations."
"S0530";"Melcoz";"";"Melcozis a banking trojan family built from the open source tool Remote Access PC.Melcozwas first observed in attacks in Brazil and since 2018 has spread to Chile, Mexico, Spain, and Portugal."
"S0443";"MESSAGETAP";"";"MESSAGETAPis a data mining malware family deployed byAPT41into telecommunications networks to monitor and save SMS traffic from specific phone numbers, IMSI numbers, or that contain specific keywords."
"S1059";"metaMain";"";"metaMainis a backdoor used byMetadorto maintain long-term access to compromised machines; it has also been used to decryptMafaldainto memory."
"S0455";"Metamorfo";"Casbaneiro";"Metamorfois a Latin-American banking trojan operated by a Brazilian cybercrime group that has been active since at least April 2018. The group focuses on targeting banks and cryptocurrency services in Brazil and Mexico."
"S0688";"Meteor";"";"Meteoris a wiper that was used against Iranian government organizations, including Iranian Railways, the Ministry of Roads, and Urban Development systems, in July 2021.Meteoris likely a newer version of similar wipers called Stardust and Comet that were reportedly used by a group called ""Indra"" since at least 2019 against private companies in Syria."
"S0339";"Micropsia";"";"Micropsiais a remote access tool written in Delphi."
"S1015";"Milan";"James";"Milanis a backdoor implant based onDanBotthat was written in Visual C++ and .NET.Milanhas been used byHEXANEsince at least June 2020."
"S0002";"Mimikatz";"";"Mimikatzis a credential dumper capable of obtaining plaintext Windows account logins and passwords, along with many other features that make it useful for testing the security of networks."
"S0179";"MimiPenguin";"";"MimiPenguinis a credential dumper, similar toMimikatz, designed specifically for Linux platforms."
"S0133";"Miner-C";"";"Miner-Cis malware that mines victims for the Monero cryptocurrency. It has targeted FTP servers and Network Attached Storage (NAS) devices to spread."
"S0051";"MiniDuke";"";"MiniDukeis malware that was used byAPT29from 2010 to 2015. TheMiniDuketoolset consists of multiple downloader and backdoor components. The loader has been used with otherMiniDukecomponents as well as in conjunction withCosmicDukeandPinchDuke."
"S0280";"MirageFox";"";"MirageFoxis a remote access tool used against Windows systems. It appears to be an upgraded version of a tool known as Mirage, which is a RAT believed to originate in 2012."
"S0084";"Mis-Type";"";"Mis-Typeis a backdoor hybrid that was used inOperation Dust Stormby 2012."
"S0083";"Misdat";"";"Misdatis a backdoor that was used inOperation Dust Stormfrom 2010 to 2011."
"S1122";"Mispadu";"";"Mispaduis a banking trojan written in Delphi that was first observed in 2019 and uses a Malware-as-a-Service (MaaS) business model. This malware is operated, managed, and sold by theMalteirocybercriminal group.Mispaduhas mainly been used to target victims in Brazil and Mexico, and has also had confirmed operations throughout Latin America and Europe."
"S0080";"Mivast";"";"Mivastis a backdoor that has been used byDeep Panda. It was reportedly used in the Anthem breach."
"S0079";"MobileOrder";"";"MobileOrderis a Trojan intended to compromise Android mobile devices. It has been used byScarlet Mimic."
"S0553";"MoleNet";"";"MoleNetis a downloader tool with backdoor capabilities that has been observed in use since at least 2019."
"S1026";"Mongall";"";"Mongallis a backdoor that has been used since at least 2013, including byAoqin Dragon."
"S0407";"Monokle";"";"Monokleis targeted, sophisticated mobile surveillanceware. It is developed for Android, but there are some code artifacts that suggests an iOS version may be in development."
"S0149";"MoonWind";"";"MoonWindis a remote access tool (RAT) that was used in 2016 to target organizations in Thailand."
"S0284";"More_eggs";"SKID, Terra Loader, SpicyOmelette";"More_eggsis a JScript backdoor used byCobalt GroupandFIN6. Its name was given based on the variable ""More_eggs"" being present in its code. There are at least two different versions of the backdoor being used, version 2.0 and version 4.4."
"S1047";"Mori";"";"Moriis a backdoor that has been used byMuddyWatersince at least January 2022."
"S0256";"Mosquito";"";"Mosquitois a Win32 backdoor that has been used byTurla.Mosquitois made up of three parts: the installer, the launcher, and the backdoor. The main backdoor is called CommanderDLL and is launched by the loader program."
"S0233";"MURKYTOP";"";"MURKYTOPis a reconnaissance tool used byLeviathan."
"S0699";"Mythic";"";"Mythicis an open source, cross-platform post-exploitation/command and control platform.Mythicis designed to ""plug-n-play"" with various agents and communication channels. DeployedMythicC2 servers have been observed as part of potentially malicious infrastructure."
"S0205";"Naid";"";"Naidis a trojan used byElderwoodto open a backdoor on compromised hosts."
"S0228";"NanHaiShu";"";"NanHaiShuis a remote access tool and JScript backdoor used byLeviathan.NanHaiShuhas been used to target government and private-sector organizations that have relations to the South China Sea dispute."
"S0336";"NanoCore";"";"NanoCoreis a modular remote access tool developed in .NET that can be used to spy on victims and steal information. It has been used by threat actors since 2013."
"S0637";"NativeZone";"";"NativeZoneis the name given collectively to disposable customCobalt Strikeloaders used byAPT29since at least 2021."
"S0247";"NavRAT";"";"NavRATis a remote access tool designed to upload, download, and execute files. It has been observed in attacks targeting South Korea."
"S0590";"NBTscan";"";"NBTscanis an open source tool that has been used by state groups to conduct internal reconnaissance within a compromised network."
"S0102";"nbtstat";"";"nbtstatis a utility used to troubleshoot NetBIOS name resolution."
"S0272";"NDiskMonitor";"";"NDiskMonitoris a custom backdoor written in .NET that appears to be unique toPatchwork."
"S0630";"Nebulae";"";"NebulaeIs a backdoor that has been used byNaikonsince at least 2020."
"S0691";"Neoichor";"";"Neoichoris C2 malware used byKe3changsince at least 2019; similar malware families used by the group include Leeson and Numbldea."
"S0210";"Nerex";"";"Nerexis a Trojan used byElderwoodto open a backdoor on compromised hosts."
"S0039";"Net";"net.exe";"TheNetutility is a component of the Windows operating system. It is used in command-line operations for control of users, groups, services, and network connections.Nethas a great deal of functionality,  much of which is useful for an adversary, such as gathering system and network information for Discovery, moving laterally throughSMB/Windows Admin Sharesusingnet usecommands, and interacting with services. The net1.exe utility is executed for certain functionality when net.exe is run and can be used directly in commands such asnet1 user."
"S0056";"Net Crawler";"NetC";"Net Crawleris an intranet worm capable of extracting credentials using credential dumpers and spreading to systems on a network over SMB by brute forcing accounts with recovered passwords and usingPsExecto execute a copy ofNet Crawler."
"S0034";"NETEAGLE";"";"NETEAGLEis a backdoor developed byAPT30with compile dates as early as 2008. It has two main variants known as ""Scout"" and ""Norton."""
"S0108";"netsh";"netsh.exe";"netshis a scripting utility used to interact with networking components on local or remote systems."
"S0104";"netstat";"";"netstatis an operating system utility that displays active TCP connections, listening ports, and network statistics."
"S0033";"NetTraveler";"";"NetTraveleris malware that has been used in multiple cyber espionage campaigns for basic surveillance of victims. The earliest known samples have timestamps back to 2005, and the largest number of observed samples were created between 2010 and 2013."
"S0457";"Netwalker";"";"Netwalkeris fileless ransomware written in PowerShell and executed directly in memory."
"S0198";"NETWIRE";"";"NETWIREis a publicly available, multiplatform remote administration tool (RAT) that has been used by criminal and APT groups since at least 2012."
"S1106";"NGLite";"";"NGLiteis a backdoor Trojan that is only capable of running commands received through its C2 channel. While the capabilities are standard for a backdoor, NGLite uses a novel C2 channel that leverages a decentralized network based on the legitimate NKN to communicate between the backdoor and the actors."
"S0508";"ngrok";"";"ngrokis a legitimate reverse proxy tool that can create a secure tunnel to servers located behind firewalls or on local machines that do not have a public IP.ngrokhas been leveraged by threat actors in several campaigns including use for lateral movement and data exfiltration."
"S0118";"Nidiran";"Backdoor.Nidiran";"Nidiranis a custom backdoor developed and used bySuckfly. It has been delivered via strategic web compromise."
"S1090";"NightClub";"";"NightClubis a modular implant written in C++ that has been used byMoustachedBouncersince at least 2014."
"S1100";"Ninja";"";"Ninjais a malware developed in C++ that has been used byToddyCatto penetrate networks and control remote systems since at least 2020.Ninjais possibly part of a post exploitation toolkit exclusively used byToddyCatand allows multiple operators to work simultaneously on the same machine.Ninjahas been used against government and military entities in Europe and Asia and observed in specific infection chains being deployed bySamurai."
"S0385";"njRAT";"Njw0rm, LV, Bladabindi";"njRATis a remote access tool (RAT) that was first observed in 2012. It has been used by threat actors in the Middle East."
"S1107";"NKAbuse";"";"NKAbuseis a Go-based, multi-platform malware abusing NKN (New Kind of Network) technology for data exchange between peers, functioning as a potent implant, and equipped with both flooder and backdoor capabilities."
"S0359";"Nltest";"";"Nltestis a Windows command-line utility used to list domain controllers and enumerate domain trusts."
"S0353";"NOKKI";"";"NOKKIis a modular remote access tool. The earliest observed attack usingNOKKIwas in January 2018.NOKKIhas significant code overlap with theKONNImalware family. There is some evidence potentially linkingNOKKItoAPT37."
"S0299";"NotCompatible";"";"NotCompatibleis an Android malware family that was used between at least 2014 and 2016. It has multiple variants that have become more sophisticated over time."
"S0368";"NotPetya";"ExPetr, Diskcoder.C, GoldenEye, Petrwrap, Nyetya";"NotPetyais malware that was used bySandworm Teamin a worldwide attack starting on June 27, 2017. WhileNotPetyaappears as a form of ransomware, its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such,NotPetyamay be more appropriately thought of as a form of wiper malware.NotPetyacontains worm-like features to spread itself across a computer network using the SMBv1 exploits EternalBlue and EternalRomance."
"S0286";"OBAD";"";"OBAD is an Android malware family."
"S0644";"ObliqueRAT";"";"ObliqueRATis a remote access trojan, similar toCrimson, that has been in use byTransparent Tribesince at least 2020."
"S0346";"OceanSalt";"";"OceanSaltis a Trojan that was used in a campaign targeting victims in South Korea, United States, and Canada.OceanSaltshares code similarity withSpyNote RAT, which has been linked toAPT1."
"S0340";"Octopus";"";"Octopusis a Windows Trojan written in the Delphi programming language that has been used byNomadic Octopusto target government organizations in Central Asia since at least 2014."
"S0439";"Okrum";"";"Okrumis a Windows backdoor that has been seen in use since December 2016 with strong links toKe3chang."
"S0138";"OLDBAIT";"Sasfis";"OLDBAITis a credential harvester used byAPT28."
"S0285";"OldBoot";"";"OldBootis an Android malware family."
"S0365";"Olympic Destroyer";"";"Olympic Destroyeris malware that was used bySandworm Teamagainst the 2018 Winter Olympics, held in Pyeongchang, South Korea. The main purpose of the malware was to render infected computer systems inoperable. The malware leverages various native Windows utilities and API calls to carry out its destructive tasks.Olympic Destroyerhas worm-like features to spread itself across a computer network in order to maximize its destructive impact."
"S0052";"OnionDuke";"";"OnionDukeis malware that was used byAPT29from 2013 to 2015."
"S0264";"OopsIE";"";"OopsIEis a Trojan used byOilRigto remotely execute commands as well as upload/download files to/from victims."
"S0229";"Orz";"AIRBREAK";"Orzis a custom JavaScript backdoor used byLeviathan. It was observed being used in 2014 as well as in August 2017 when it was dropped by Microsoft Publisher files."
"S0165";"OSInfo";"";"OSInfois a custom tool used byAPT3to do internal discovery on a victim's computer and network."
"S0402";"OSX/Shlayer";"Zshlayer, Crossrider";"OSX/Shlayeris a Trojan designed to install adware on macOS that was first discovered in 2018."
"S0352";"OSX_OCEANLOTUS.D";"Backdoor.MacOS.OCEANLOTUS.F";"OSX_OCEANLOTUS.Dis a macOS backdoor used byAPT32. First discovered in 2015,APT32has continued to make improvements using a plugin architecture to extend capabilities, specifically using.dylibfiles.OSX_OCEANLOTUS.Dcan also determine it's permission level and execute according to access type (rootoruser)."
"S0594";"Out1";"";"Out1is a remote access tool written in python and used byMuddyWatersince at least 2021."
"S1017";"OutSteel";"";"OutSteelis a file uploader and document stealer developed with the scripting language AutoIT that has been used byEmber Bearsince at least March 2021."
"S0072";"OwaAuth";"";"OwaAuthis a Web shell and credential stealer deployed to Microsoft Exchange servers that appears to be exclusively used byThreat Group-3390."
"S0598";"P.A.S. Webshell";"Fobushell";"P.A.S. Webshellis a publicly available multifunctional PHP webshell in use since at least 2016 that provides remote access and execution on target web servers."
"S0016";"P2P ZeuS";"Peer-to-Peer ZeuS, Gameover ZeuS";"P2P ZeuSis a closed-source fork of the leaked version of the ZeuS botnet. It presents improvements over the leaked version, including a peer-to-peer architecture."
"S0626";"P8RAT";"HEAVYPOT, GreetCake";"P8RATis a fileless malware used bymenuPassto download and execute payloads since at least 2020."
"S1109";"PACEMAKER";"";"PACEMAKERis a credential stealer that was used byAPT5as early as 2020 including activity against US Defense Industrial Base (DIB) companies."
"S1091";"Pacu";"";"Pacu is an open-source AWS exploitation framework. The tool is written in Python and publicly available on GitHub."
"S0399";"Pallas";"";"Pallasis mobile surveillanceware that was custom-developed byDark Caracal."
"S0664";"Pandora";"";"Pandorais a multistage kernel rootkit with backdoor functionality that has been in use byThreat Group-3390since at least 2020."
"S0208";"Pasam";"";"Pasamis a trojan used byElderwoodto open a backdoor on compromised hosts."
"S0122";"Pass-The-Hash Toolkit";"";"Pass-The-Hash Toolkitis a toolkit that allows an adversary to ""pass"" a password hash (without knowing the original password) to log in to systems."
"S0556";"Pay2Key";"";"Pay2Keyis a ransomware written in C++ that has been used byFox Kittensince at least July 2020 including campaigns against Israeli companies.Pay2Keyhas been incorporated with a leak site to display stolen sensitive information to further pressure victims into payment."
"S1102";"Pcexter";"";"Pcexteris an uploader that has been used byToddyCatsince at least 2023 to exfiltrate stolen files."
"S1050";"PcShare";"";"PcShareis an open source remote access tool that has been modified and used by Chinese threat actors, most notably during the FunnyDream campaign since late 2018."
"S0316";"Pegasus for Android";"Chrysaor";"Pegasus for Androidis the Android version of malware that has reportedly been linked to the NSO Group.   The iOS version is tracked separately underPegasus for iOS."
"S0289";"Pegasus for iOS";"";"Pegasus for iOSis the iOS version of malware that has reportedly been linked to the NSO Group. It has been advertised and sold to target high-value victims. The Android version is tracked separately underPegasus for Android."
"S0683";"Peirates";"";"Peiratesis a post-exploitation Kubernetes exploitation framework with a focus on gathering service account tokens for lateral movement and privilege escalation. The tool is written in GoLang and publicly available on GitHub."
"S0587";"Penquin";"Penquin 2.0, Penquin_x64";"Penquinis a remote access trojan (RAT) with multiple versions used byTurlato target Linux systems since at least 2014."
"S0643";"Peppy";"";"Peppyis a Python-based remote access Trojan, active since at least 2012, with similarities toCrimson."
"S1126";"Phenakite";"";"Phenakiteis a mobile malware that is used byAPT-C-23to target iOS devices. According to several reports,Phenakitewas developed to fill a tooling gap and to target those who owned iPhones instead of Windows desktops or Android phones."
"S0158";"PHOREAL";"";"PHOREALis a signature backdoor used byAPT32."
"S0517";"Pillowmint";"";"Pillowmintis a point-of-sale malware used byFIN7designed to capture credit card information."
"S0048";"PinchDuke";"";"PinchDukeis malware that was used byAPT29from 2008 to 2010."
"S0097";"Ping";"";"Pingis an operating system utility commonly used to troubleshoot and verify network connections."
"S1031";"PingPull";"";"PingPullis a remote access Trojan (RAT) written in Visual C++ that has been used byGALLIUMsince at least June 2022.PingPullhas been used to target telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam."
"S0501";"PipeMon";"";"PipeMonis a multi-stage modular backdoor used byWinnti Group."
"S0124";"Pisloader";"";"Pisloaderis a malware family that is notable due to its use of DNS as a C2 protocol as well as its use of anti-analysis tactics. It has been used byAPT18and is similar to another malware family,HTTPBrowser, that has been used by the group."
"S1123";"PITSTOP";"";"PITSTOPis a backdoor that was deployed on compromised Ivanti Connect Secure VPNs duringCutting Edgeto enable command execution and file read/write."
"S0291";"PJApps";"";"PJAppsis an Android malware family."
"S0254";"PLAINTEE";"";"PLAINTEEis a malware sample that has been used byRancorin targeted attacks in Singapore and Cambodia."
"S1006";"PLC-Blaster";"";"PLC-Blasteris a piece of proof-of-concept malware that runs on Siemens S7 PLCs. This worm locates other Siemens S7 PLCs on the network and attempts to infect them.  Once this worm has infected its target and attempted to infect other devices on the network, the worm can then run one of many modules."
"S0435";"PLEAD";"";"PLEADis a remote access tool (RAT) and downloader used byBlackTechin targeted attacks in East Asia including Taiwan, Japan, and Hong Kong.PLEADhas also been referred to asTSCookie, though more recent reporting indicates likely separation between the two.PLEADwas observed in use as early as March 2017."
"S0013";"PlugX";"Thoper, TVT, DestroyRAT, Sogu, Kaba, Korplug";"PlugXis a remote access tool (RAT) with modular plugins that has been used by multiple threat groups."
"S0067";"pngdowner";"";"pngdowneris malware used byPutter Panda. It is a simple tool with limited functionality and no persistence mechanism, suggesting it is used only as a simple ""download-and-execute"" utility."
"S0428";"PoetRAT";"";"PoetRATis a remote access trojan (RAT) that was first identified in April 2020.PoetRAThas been used in multiple campaigns against the private and public sectors in Azerbaijan, including ICS and SCADA systems in the energy sector. The STIBNITE activity group has been observed using the malware.PoetRATderived its name from references in the code to poet William Shakespeare."
"S0012";"PoisonIvy";"Breut, Poison Ivy, Darkmoon";"PoisonIvyis a popular remote access tool (RAT) that has been used by many groups."
"S0518";"PolyglotDuke";"";"PolyglotDukeis a downloader that has been used byAPT29since at least 2013.PolyglotDukehas been used to dropMiniDuke."
"S0453";"Pony";"";"Ponyis a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for Pony Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors."
"S0216";"POORAIM";"";"POORAIMis a backdoor used byAPT37in campaigns since at least 2014."
"S0378";"PoshC2";"";"PoshC2is an open source remote administration and post-exploitation framework that is publicly available on GitHub. The server-side components of the tool are primarily written in Python, while the implants are written inPowerShell. AlthoughPoshC2is primarily focused on Windows implantation, it does contain a basic Python dropper for Linux/macOS."
"S0150";"POSHSPY";"";"POSHSPYis a backdoor that has been used byAPT29since at least 2015. It appears to be used as a secondary backdoor used if the actors lost access to their primary backdoors."
"S0177";"Power Loader";"";"Power Loaderis modular code sold in the cybercrime market used as a downloader in malware families such as Carberp, Redyms and Gapz."
"S0139";"PowerDuke";"";"PowerDukeis a backdoor that was used byAPT29in 2016. It has primarily been delivered through Microsoft Word or Excel attachments containing malicious macros."
"S1012";"PowerLess";"";"PowerLessis a PowerShell-based modular backdoor that has been used byMagic Houndsince at least 2022."
"S0685";"PowerPunch";"";"PowerPunchis a lightweight downloader that has been used byGamaredon Groupsince at least 2021."
"S0441";"PowerShower";"";"PowerShoweris a PowerShell backdoor used byInceptionfor initial reconnaissance and to download and execute second stage payloads."
