"mitigation_code";"tech_code";"mitigation_implementing"
"M1031";"T1090002";"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. "
"M1031";"T1219";"Network intrusion detection and prevention systems that use network signatures may be able to prevent traffic to remote access services."
"M1031";"T1029";"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. "
"M1031";"T1221";"Network/Host intrusion prevention systems, antivirus, and detonation chambers can be employed to prevent documents from fetching and/or executing malicious payloads. "
"M1031";"T1204";"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
"M1031";"T1204001";"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
"M1031";"T1204003";"Network prevention intrusion systems and systems designed to scan and remove malicious downloads can be used to block activity."
"M1031";"T1102";"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level."
"M1031";"T1102001";"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level."
"M1031";"T1102002";"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level."
"M1031";"T1102003";"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level."
"M1030";"T1098";"Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems."
"M1030";"T1098001";"Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems."
"M1030";"T1557";"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
"M1030";"T1557001";"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
"M1030";"T1612";"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
"M1030";"T1613";"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
"M1030";"T1136";"Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts."
"M1030";"T1136002";"Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts."
"M1030";"T1136003";"Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems. "
"M1030";"T1602";"Segregate SNMP traffic on a separate management network. "
"M1030";"T1602001";"Segregate SNMP traffic on a separate management network. "
"M1030";"T1602002";"Segregate SNMP traffic on a separate management network. "
"M1030";"T1565";"Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering."
"M1030";"T1565003";"Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering."
"M1030";"T1610";"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
"M1030";"T1482";"Employ network segmentation for sensitive domains. "
"M1030";"T1048";"Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network. "
"M1030";"T1048001";"Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network. "
"M1030";"T1048002";"Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network. "
"M1030";"T1048003";"Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network. "
"M1030";"T1190";"Segment externally facing servers and services from the rest of the network with a DMZ or on separate hosting infrastructure."
"M1030";"T1210";"Segment networks and systems appropriately to reduce access to critical systems and services to controlled methods."
"M1030";"T1133";"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
"M1030";"T1046";"Ensure proper network segmentation is followed to protect critical servers and devices."
"M1030";"T1040";"Deny direct access of broadcasts and multicast sniffing, and prevent attacks such as LLMNR/NBT-NS Poisoning and SMB Relay"
"M1030";"T1095";"Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports and through proper network gateway systems. Also ensure hosts are only provisioned to communicate over authorized interfaces."
"M1030";"T1571";"Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports for that particular network segment."
"M1030";"T1563";"Enable firewall rules to block unnecessary traffic between network security zones within a network."
"M1030";"T1563002";"Enable firewall rules to block RDP traffic between network security zones within a network."
"M1030";"T1021001";"Do not leave RDP accessible from the internet. Enable firewall rules to block RDP traffic between network security zones within a network."
"M1030";"T1021003";"Enable Windows firewall, which prevents DCOM instantiation by default."
"M1030";"T1021006";"If the service is necessary, lock down critical enclaves with separate WinRM infrastructure and follow WinRM best practices on use of host firewalls to restrict WinRM access to allow communication only to/from specific devices.[4]"
"M1030";"T1489";"Operate intrusion detection, analysis, and response systems on a separate network from the production environment to lessen the chances that an adversary can see and interfere with critical response functions."
"M1030";"T1072";"Ensure proper system isolation for critical network systems through use of firewalls."
"M1030";"T1199";"Network segmentation can be used to isolate infrastructure components that do not require broad network access."
"M1030";"T1552007";"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
"M1028";"T1548";"Applications with known vulnerabilities or known shell escapes should not have the setuid or setgid bits set to reduce potential damage if an application is compromised. Additionally, the number of programs with setuid or setgid bits set should be minimized across a system. Ensuring that the sudo tty_tickets setting is enabled will prevent this leakage across tty sessions."
"M1028";"T1548001";"Applications with known vulnerabilities or known shell escapes should not have the setuid or setgid bits set to reduce potential damage if an application is compromised. Additionally, the number of programs with setuid or setgid bits set should be minimized across a system."
"M1028";"T1548003";"Ensuring that the tty_tickets setting is enabled will prevent this leakage across tty sessions."
"M1028";"T1087";"Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: E numerate administrator accounts on elevation. "
"M1028";"T1087001";"Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: E numerate administrator accounts on elevation. "
"M1028";"T1087002";"Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: E numerate administrator accounts on elevation. "
"M1028";"T1098";"Protect domain controllers by ensuring proper security configuration for critical servers to limit access by potentially unnecessary protocols and services, such as SMB file sharing."
"M1028";"T1197";"Consider reducing the default BITS job lifetime in Group Policy or by editing the JobInactivityTimeout and MaxDownloadTime Registry values in HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\BITS. "
"M1028";"T1092";"Disallow or restrict removable media at an organizational policy level if they are not required for business operations. "
"M1028";"T1136";"Protect domain controllers by ensuring proper security configuration for critical servers."
"M1028";"T1136002";"Protect domain controllers by ensuring proper security configuration for critical servers."
"M1028";"T1543";"Ensure that Driver Signature Enforcement is enabled to restrict unsigned drivers from being installed."
"M1028";"T1543003";"Ensure that Driver Signature Enforcement is enabled to restrict unsigned drivers from being installed."
"M1028";"T1546008";"To use this technique remotely, an adversary must use it in conjunction with RDP. Ensure that Network Level Authentication is enabled to force the remote desktop session to authenticate before the session is created and the login screen displayed. It is enabled by default on Windows Vista and later. "
"M1028";"T1011";"Prevent the creation of new network adapters where possible."
"M1028";"T1011001";"Prevent the creation of new network adapters where possible."
"M1028";"T1564002";"If the computer is domain joined, then group policy can help restrict the ability to create or hide users. Similarly, preventing the modification of the /Library/Preferences/com.apple.loginwindow Hide500Users value will force all users to be visible."
"M1028";"T1574006";"When System Integrity Protection (SIP) is enabled in macOS, the aforementioned environment variables are ignored when executing protected binaries. Third-party applications can also leverage Apple’s Hardened Runtime, ensuring these environment variables are subject to imposed restrictions.[7] Admins can add restrictions to applications by setting the setuid and/or setgid bits, use entitlements, or have a __RESTRICT segment in the Mach-O binary."
"M1028";"T1562003";"Make sure that the HISTCONTROL environment variable is set to ""ignoredups"" instead of ""ignoreboth"" or ""ignorespace""."
"M1028";"T1490";"Consider technical controls to prevent the disabling of services or deletion of files involved in system recovery. Additionally, ensure that WinRE is enabled using the following command: reagentc /enable "
"M1028";"T1036007";"Disable the default to ""hide file extensions for known file types"" in Windows OS. "
"M1028";"T1556";"Ensure only valid password filters are registered. Filter DLLs must be present in Windows installation directory (C:\Windows\System32\ by default) of a domain controller and/or local computer with a corresponding entry in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Notification Packages.  Starting in Windows 11 22H2, the EnableMPRNotifications policy can be disabled through Group Policy or through a configuration service provider to prevent Winlogon from sending credentials to network providers."
"M1028";"T1556002";"Ensure only valid password filters are registered. Filter DLLs must be present in Windows installation directory (C:\Windows\System32\ by default) of a domain controller and/or local computer with a corresponding entry in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Notification Packages."
"M1028";"T1556008";"Starting in Windows 11 22H2, the EnableMPRNotifications policy can be disabled through Group Policy or through a configuration service provider to prevent Winlogon from sending credentials to network providers. "
"M1028";"T1135";"Enable Windows Group Policy ""Do Not Allow Anonymous Enumeration of SAM Accounts and Shares"" security setting to limit users who can enumerate network shares. "
"M1028";"T1003";"Consider disabling or restricting NTLM.[13] Consider disabling WDigest authentication. "
"M1028";"T1003001";"Consider disabling or restricting NTLM.[13] Consider disabling WDigest authentication. "
"M1028";"T1003002";"Consider disabling or restricting NTLM."
"M1028";"T1003005";"Consider limiting the number of cached credentials (HKLM\SOFTWARE\Microsoft\Windows NT\Current Version\Winlogon\cachedlogonscountvalue) "
"M1028";"T1542005";"Follow vendor device hardening best practices to disable unnecessary and unused features and services, avoid using default configurations and passwords, and introduce logging and auditing for detection."
"M1028";"T1563002";"Change GPOs to define shorter timeouts sessions and maximum amount of time any single session can be active. Change GPOs to specify the maximum amount of time that a disconnected session stays active on the RD session host server. "
"M1028";"T1021001";"Change GPOs to define shorter timeouts sessions and maximum amount of time any single session can be active. Change GPOs to specify the maximum amount of time that a disconnected session stays active on the RD session host server. "
"M1028";"T1053";"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. "
"M1028";"T1053002";"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. "
"M1028";"T1053005";"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. "
"M1028";"T1553";"Windows Group Policy can be used to manage root certificates and the Flags value of HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\ProtectedRoots can be set to 1 to prevent non-administrator users from making further root installations into their own HKCU certificate store. "
"M1028";"T1553004";"Windows Group Policy can be used to manage root certificates and the Flags value of HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\ProtectedRoots can be set to 1 to prevent non-administrator users from making further root installations into their own HKCU certificate store. "
"M1028";"T1552";"There are multiple methods of preventing a user's command history from being flushed to their .bash_history file, including use of the following commands:set +o history and set -o history to start logging again;unset HISTFILE being added to a user's .bash_rc file; andln -s /dev/null ~/.bash_history to write commands to /dev/nullinstead."
"M1028";"T1552003";"There are multiple methods of preventing a user's command history from being flushed to their .bash_history file, including use of the following commands:set +o history and set -o history to start logging again;unset HISTFILE being added to a user's .bash_rc file; andln -s /dev/null ~/.bash_history to write commands to /dev/nullinstead."
"M1027";"T1110";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1110001";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1110002";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1110003";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1110004";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1555";"The password for the user's login keychain can be changed from the user's login password. This increases the complexity for an adversary because they need to know an additional password.  Organizations may consider weighing the risk of storing credentials in web browsers. If web browser credential disclosure is a significant concern, technical controls, policy, and user training may be used to prevent storage of credentials in web browsers."
"M1027";"T1555001";"The password for the user's login keychain can be changed from the user's login password. This increases the complexity for an adversary because they need to know an additional password. "
"M1027";"T1555003";"Organizations may consider weighing the risk of storing credentials in web browsers. If web browser credential disclosure is a significant concern, technical controls, policy, and user training may be used to prevent storage of credentials in web browsers. "
"M1027";"T1555005";"Refer to NIST guidelines when creating password policies for master passwords "
"M1027";"T1187";"Use strong passwords to increase the difficulty of credential hashes from being cracked if they are obtained."
"M1027";"T1556";"Ensure that AllowReversiblePasswordEncryption property is set to disabled unless there are application requirements. "
"M1027";"T1556005";"Ensure that AllowReversiblePasswordEncryption property is set to disabled unless there are application requirements. "
"M1027";"T1601";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1601001";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1601002";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1599";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1599001";"Refer to NIST guidelines when creating password policies. "
"M1027";"T1003";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003001";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003002";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003003";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003004";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003005";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003006";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003007";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1003008";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1201";"Ensure only valid password filters are registered. Filter DLLs must be present in Windows installation directory (C:\Windows\System32\ by default) of a domain controller and/or local computer with a corresponding entry in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Notification Packages "
"M1027";"T1563";"Set and enforce secure password policies for accounts."
"M1027";"T1563001";"Ensure SSH key pairs have strong passwords and refrain from using key-store technologies such as ssh-agent unless they are properly protected."
"M1027";"T1021";"Do not reuse local administrator account passwords across systems. Ensure password complexity and uniqueness such that the passwords cannot be cracked or guessed."
"M1027";"T1021002";"Do not reuse local administrator account passwords across systems. Ensure password complexity and uniqueness such that the passwords cannot be cracked or guessed."
"M1027";"T1072";"Verify that account credentials that may be used to access deployment systems are unique and not used throughout the enterprise network."
"M1027";"T1558";"Ensure strong password length (ideally 25+ characters) and complexity for service accounts and that these passwords periodically expire.[4] Also consider using Group Managed Service Accounts or another third party product such as password vaulting. "
"M1027";"T1558002";"Ensure strong password length (ideally 25+ characters) and complexity for service accounts and that these passwords periodically expire.[4] Also consider using Group Managed Service Accounts or another third party product such as password vaulting. "
"M1027";"T1558003";"Ensure strong password length (ideally 25+ characters) and complexity for service accounts and that these passwords periodically expire.[4] Also consider using Group Managed Service Accounts or another third party product such as password vaulting. "
"M1027";"T1558004";"Ensure strong password length (ideally 25+ characters) and complexity for service accounts and that these passwords periodically expire.[4] Also consider using Group Managed Service Accounts or another third party product such as password vaulting. "
"M1027";"T1552";"Use strong passphrases for private keys to make cracking difficult. Do not store credentials within the Registry. Establish an organizational policy that prohibits password storage in files."
"M1027";"T1552001";"Establish an organizational policy that prohibits password storage in files."
"M1027";"T1552002";"Do not store credentials within the Registry."
"M1027";"T1552004";"Use strong passphrases for private keys to make cracking difficult."
"M1027";"T1550";"Set and enforce secure password policies for accounts."
"M1027";"T1550003";"Ensure that local administrator accounts have complex, unique passwords."
"M1027";"T1078";"Applications and appliances that utilize default username and password should be changed immediately after the installation, and before deployment to a production environment.[5] When possible, applications that use SSH keys should be updated periodically and properly secured.  Policies should minimize (if not eliminate) reuse of passwords between different user accounts, especially employees using the same credentials for personal accounts that may not be defended by enterprise security resources."
"M1027";"T1078001";"Applications and appliances that utilize default username and password should be changed immediately after the installation, and before deployment to a production environment. "
"M1027";"T1078003";"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
"M1027";"T1078004";"Ensure that cloud accounts, particularly privileged accounts, have complex, unique passwords across all systems on the network. Passwords and access keys should be rotated regularly. This limits the amount of time credentials can be used to access resources if a credential is compromised without your knowledge. Cloud service providers may track access key age to help audit and identify keys that may need to be rotated. "
"M1056";"T1650";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583001";"Organizations may intentionally register similar domains to their own to deter adversaries from creating typosquatting domains. Other facets of this technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583005";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583006";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583007";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1583008";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should be focused on initial access activities, such as drive by compromise where ad blocking adblockers can help prevent malicious code from executing."
"M1056";"T1595";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1595001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1595002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1595003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1586";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1586001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1586002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1586003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584005";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584006";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584007";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1584008";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1587";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1587001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1587002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1587003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1587004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1585";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1585001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1585002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1585003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls."
"M1056";"T1592";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1592001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1592002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1592003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1592004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1589";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1589001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1589002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1589003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590002";"This cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590005";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1590006";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1591";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1591001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1591002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1591003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1591004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588001";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588002";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588003";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588004";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588005";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588006";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1588007";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
"M1056";"T1597";"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties."
