software_id;software_name;associated_software;software_description
S0459;MechaFlounder;;is a python-based remote access tool (RAT) that has been used byAPT39. The payload uses a combination of actor developed code and code snippets freely available online in development communities.
S0175;meek;;is an open-source Tor plugin that tunnels Tor traffic through HTTPS connections.
S0576;MegaCortex;;is ransomware that first appeared in May 2019.has mainly targeted industrial organizations.
S0530;Melcoz;;is a banking trojan family built from the open source tool Remote Access PC.was first observed in attacks in Brazil and since 2018 has spread to Chile, Mexico, Spain, and Portugal.
S0443;MESSAGETAP;;is a data mining malware family deployed byAPT41into telecommunications networks to monitor and save SMS traffic from specific phone numbers, IMSI numbers, or that contain specific keywords.
S1059;metaMain;;"is a backdoor used byMetadorto maintain long-term access to compromised machines; it has also been used to decryptMafaldainto memory."
S0455;Metamorfo;Casbaneiro;is a Latin-American banking trojan operated by a Brazilian cybercrime group that has been active since at least April 2018. The group focuses on targeting banks and cryptocurrency services in Brazil and Mexico.
S0688;Meteor;;"is a wiper that was used against Iranian government organizations, including Iranian Railways, the Ministry of Roads, and Urban Development systems, in July 2021.is likely a newer version of similar wipers called Stardust and Comet that were reportedly used by a group called ""Indra"" since at least 2019 against private companies in Syria."
S0339;Micropsia;;is a remote access tool written in Delphi.
S1015;Milan;James;is a backdoor implant based onDanBotthat was written in Visual C++ and .NET.has been used byHEXANEsince at least June 2020.
S0002;Mimikatz;;is a credential dumper capable of obtaining plaintext Windows account logins and passwords, along with many other features that make it useful for testing the security of networks.
S0179;MimiPenguin;;is a credential dumper, similar toMimikatz, designed specifically for Linux platforms.
S0133;Miner-C;;is malware that mines victims for the Monero cryptocurrency. It has targeted FTP servers and Network Attached Storage (NAS) devices to spread.
S0051;MiniDuke;;is malware that was used byAPT29from 2010 to 2015. Thetoolset consists of multiple downloader and backdoor components. The loader has been used with othercomponents as well as in conjunction withCosmicDukeandPinchDuke.
S0280;MirageFox;;is a remote access tool used against Windows systems. It appears to be an upgraded version of a tool known as Mirage, which is a RAT believed to originate in 2012.
S0084;Mis-Type;;is a backdoor hybrid that was used inOperation Dust Stormby 2012.
S0083;Misdat;;is a backdoor that was used inOperation Dust Stormfrom 2010 to 2011.
S1122;Mispadu;;is a banking trojan written in Delphi that was first observed in 2019 and uses a Malware-as-a-Service (MaaS) business model. This malware is operated, managed, and sold by theMalteirocybercriminal group.has mainly been used to target victims in Brazil and Mexico, and has also had confirmed operations throughout Latin America and Europe.
S0080;Mivast;;is a backdoor that has been used byDeep Panda. It was reportedly used in the Anthem breach.
S0079;MobileOrder;;is a Trojan intended to compromise Android mobile devices. It has been used byScarlet Mimic.
S0553;MoleNet;;is a downloader tool with backdoor capabilities that has been observed in use since at least 2019.
S1026;Mongall;;is a backdoor that has been used since at least 2013, including byAoqin Dragon.
S0407;Monokle;;is targeted, sophisticated mobile surveillanceware. It is developed for Android, but there are some code artifacts that suggests an iOS version may be in development.
S0149;MoonWind;;is a remote access tool (RAT) that was used in 2016 to target organizations in Thailand.
S0284;More_eggs;SKID, Terra Loader, SpicyOmelette;"is a JScript backdoor used byCobalt GroupandFIN6. Its name was given based on the variable """" being present in its code. There are at least two different versions of the backdoor being used, version 2.0 and version 4.4."
S1047;Mori;;is a backdoor that has been used byMuddyWatersince at least January 2022.
S0256;Mosquito;;is a Win32 backdoor that has been used byTurla.is made up of three parts: the installer, the launcher, and the backdoor. The main backdoor is called CommanderDLL and is launched by the loader program.
S0233;MURKYTOP;;is a reconnaissance tool used byLeviathan.
S0699;Mythic;;"is an open source, cross-platform post-exploitation/command and control platform.is designed to ""plug-n-play"" with various agents and communication channels. DeployedC2 servers have been observed as part of potentially malicious infrastructure."
S0205;Naid;;is a trojan used byElderwoodto open a backdoor on compromised hosts.
S0228;NanHaiShu;;is a remote access tool and JScript backdoor used byLeviathan.has been used to target government and private-sector organizations that have relations to the South China Sea dispute.
S0336;NanoCore;;is a modular remote access tool developed in .NET that can be used to spy on victims and steal information. It has been used by threat actors since 2013.
S0637;NativeZone;;is the name given collectively to disposable customCobalt Strikeloaders used byAPT29since at least 2021.
S0247;NavRAT;;is a remote access tool designed to upload, download, and execute files. It has been observed in attacks targeting South Korea.
S0590;NBTscan;;is an open source tool that has been used by state groups to conduct internal reconnaissance within a compromised network.
S0102;nbtstat;;is a utility used to troubleshoot NetBIOS name resolution.
S0272;NDiskMonitor;;is a custom backdoor written in .NET that appears to be unique toPatchwork.
S0630;Nebulae;;Is a backdoor that has been used byNaikonsince at least 2020.
S0691;Neoichor;;"is C2 malware used byKe3changsince at least 2019; similar malware families used by the group include Leeson and Numbldea."
S0210;Nerex;;is a Trojan used byElderwoodto open a backdoor on compromised hosts.
S0039;Net;net.exe;Theutility is a component of the Windows operating system. It is used in command-line operations for control of users, groups, services, and network connections.has a great deal of functionality,  much of which is useful for an adversary, such as gathering system and network information for Discovery, moving laterally throughSMB/Windows Admin Sharesusingnet usecommands, and interacting with services. The net1.exe utility is executed for certain functionality when net.exe is run and can be used directly in commands such asnet1 user.
S0056;Net Crawler;NetC;is an intranet worm capable of extracting credentials using credential dumpers and spreading to systems on a network over SMB by brute forcing accounts with recovered passwords and usingPsExecto execute a copy of.
S0034;NETEAGLE;;"is a backdoor developed byAPT30with compile dates as early as 2008. It has two main variants known as ""Scout"" and ""Norton."""
S0108;netsh;netsh.exe;is a scripting utility used to interact with networking components on local or remote systems.
S0104;netstat;;is an operating system utility that displays active TCP connections, listening ports, and network statistics.
S0033;NetTraveler;;is malware that has been used in multiple cyber espionage campaigns for basic surveillance of victims. The earliest known samples have timestamps back to 2005, and the largest number of observed samples were created between 2010 and 2013.
S0457;Netwalker;;is fileless ransomware written in PowerShell and executed directly in memory.
S0198;NETWIRE;;is a publicly available, multiplatform remote administration tool (RAT) that has been used by criminal and APT groups since at least 2012.
S1106;NGLite;;is a backdoor Trojan that is only capable of running commands received through its C2 channel. While the capabilities are standard for a backdoor,  uses a novel C2 channel that leverages a decentralized network based on the legitimate NKN to communicate between the backdoor and the actors.
S0508;ngrok;;is a legitimate reverse proxy tool that can create a secure tunnel to servers located behind firewalls or on local machines that do not have a public IP.has been leveraged by threat actors in several campaigns including use for lateral movement and data exfiltration.
S0118;Nidiran;Backdoor.Nidiran;is a custom backdoor developed and used bySuckfly. It has been delivered via strategic web compromise.
S1090;NightClub;;is a modular implant written in C++ that has been used byMoustachedBouncersince at least 2014.
S1100;Ninja;;is a malware developed in C++ that has been used byToddyCatto penetrate networks and control remote systems since at least 2020.is possibly part of a post exploitation toolkit exclusively used byToddyCatand allows multiple operators to work simultaneously on the same machine.has been used against government and military entities in Europe and Asia and observed in specific infection chains being deployed bySamurai.
S0385;njRAT;Njw0rm, LV, Bladabindi;is a remote access tool (RAT) that was first observed in 2012. It has been used by threat actors in the Middle East.
S1107;NKAbuse;;is a Go-based, multi-platform malware abusing NKN (New Kind of Network) technology for data exchange between peers, functioning as a potent implant, and equipped with both flooder and backdoor capabilities.
S0359;Nltest;;is a Windows command-line utility used to list domain controllers and enumerate domain trusts.
S0353;NOKKI;;is a modular remote access tool. The earliest observed attack usingwas in January 2018.has significant code overlap with theKONNImalware family. There is some evidence potentially linkingtoAPT37.
S0299;NotCompatible;;is an Android malware family that was used between at least 2014 and 2016. It has multiple variants that have become more sophisticated over time.
S0368;NotPetya;ExPetr, Diskcoder.C, GoldenEye, Petrwrap, Nyetya;"is malware that was used bySandworm Teamin a worldwide attack starting on June 27, 2017. Whileappears as a form of ransomware, its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such,may be more appropriately thought of as a form of wiper malware.contains worm-like features to spread itself across a computer network using the SMBv1 exploits EternalBlue and EternalRomance."
S0286;OBAD;;is an Android malware family.
S0644;ObliqueRAT;;is a remote access trojan, similar toCrimson, that has been in use byTransparent Tribesince at least 2020.
S0346;OceanSalt;;is a Trojan that was used in a campaign targeting victims in South Korea, United States, and Canada.shares code similarity withSpyNote RAT, which has been linked toAPT1.
S0340;Octopus;;is a Windows Trojan written in the Delphi programming language that has been used byNomadic to target government organizations in Central Asia since at least 2014.
S0439;Okrum;;is a Windows backdoor that has been seen in use since December 2016 with strong links toKe3chang.
S0138;OLDBAIT;Sasfis;is a credential harvester used byAPT28.
S0285;OldBoot;;is an Android malware family.
S0365;Olympic Destroyer;;is malware that was used bySandworm Teamagainst the 2018 Winter Olympics, held in Pyeongchang, South Korea. The main purpose of the malware was to render infected computer systems inoperable. The malware leverages various native Windows utilities and API calls to carry out its destructive tasks.has worm-like features to spread itself across a computer network in order to maximize its destructive impact.
S0052;OnionDuke;;is malware that was used byAPT29from 2013 to 2015.
S0264;OopsIE;;is a Trojan used byOilRigto remotely execute commands as well as upload/download files to/from victims.
S0229;Orz;AIRBREAK;is a custom JavaScript backdoor used byLeviathan. It was observed being used in 2014 as well as in August 2017 when it was dropped by Microsoft Publisher files.
S0165;OSInfo;;is a custom tool used byAPT3to do internal discovery on a victim's computer and network.
S0402;OSX/Shlayer;Zshlayer, Crossrider;is a Trojan designed to install adware on macOS that was first discovered in 2018.
S0352;OSX_OCEANLOTUS.D;Backdoor.MacOS.OCEANLOTUS.F;is a macOS backdoor used byAPT32. First discovered in 2015,APT32has continued to make improvements using a plugin architecture to extend capabilities, specifically using.dylibfiles.can also determine it's permission level and execute according to access type (rootoruser).
S0594;Out1;;is a remote access tool written in python and used byMuddyWatersince at least 2021.
S1017;OutSteel;;is a file uploader and document stealer developed with the scripting language AutoIT that has been used byEmber Bearsince at least March 2021.
S0072;OwaAuth;;is a Web shell and credential stealer deployed to Microsoft Exchange servers that appears to be exclusively used byThreat Group-3390.
S0598;P.A.S. Webshell;Fobushell;is a publicly available multifunctional PHP webshell in use since at least 2016 that provides remote access and execution on target web servers.
S0016;P2P ZeuS;Peer-to-Peer ZeuS, Gameover ZeuS;is a closed-source fork of the leaked version of the ZeuS botnet. It presents improvements over the leaked version, including a peer-to-peer architecture.
S0626;P8RAT;HEAVYPOT, GreetCake;is a fileless malware used bymenuPassto download and execute payloads since at least 2020.
S1109;PACEMAKER;;is a credential stealer that was used byAPT5as early as 2020 including activity against US Defense Industrial Base (DIB) companies.
S1091;Pacu;;is an open-source AWS exploitation framework. The tool is written in Python and publicly available on GitHub.
S0399;Pallas;;is mobile surveillanceware that was custom-developed byDark Caracal.
S0664;Pandora;;is a multistage kernel rootkit with backdoor functionality that has been in use byThreat Group-3390since at least 2020.
S0208;Pasam;;is a trojan used byElderwoodto open a backdoor on compromised hosts.
S0122;Pass-The-Hash Toolkit;;"is a toolkit that allows an adversary to ""pass"" a password hash (without knowing the original password) to log in to systems."
S0556;Pay2Key;;is a ransomware written in C++ that has been used byFox Kittensince at least July 2020 including campaigns against Israeli companies.has been incorporated with a leak site to display stolen sensitive information to further pressure victims into payment.
S1102;Pcexter;;is an uploader that has been used byToddyCatsince at least 2023 to exfiltrate stolen files.
S1050;PcShare;;is an open source remote access tool that has been modified and used by Chinese threat actors, most notably during the FunnyDream campaign since late 2018.
S0316;Pegasus for Android;Chrysaor;is the Android version of malware that has reportedly been linked to the NSO Group.   The iOS version is tracked separately underPegasus for iOS.
S0289;Pegasus for iOS;;is the iOS version of malware that has reportedly been linked to the NSO Group. It has been advertised and sold to target high-value victims. The Android version is tracked separately underPegasus for Android.
S0683;Peirates;;is a post-exploitation Kubernetes exploitation framework with a focus on gathering service account tokens for lateral movement and privilege escalation. The tool is written in GoLang and publicly available on GitHub.
S0587;Penquin;Penquin 2.0, Penquin_x64;is a remote access trojan (RAT) with multiple versions used byTurlato target Linux systems since at least 2014.
S0643;Peppy;;is a Python-based remote access Trojan, active since at least 2012, with similarities toCrimson.
S1126;Phenakite;;is a mobile malware that is used byAPT-C-23to target iOS devices. According to several reports,was developed to fill a tooling gap and to target those who owned iPhones instead of Windows desktops or Android phones.
S0158;PHOREAL;;is a signature backdoor used byAPT32.
S0517;Pillowmint;;is a point-of-sale malware used byFIN7designed to capture credit card information.
S0048;PinchDuke;;is malware that was used byAPT29from 2008 to 2010.
S0097;Ping;;is an operating system utility commonly used to troubleshoot and verify network connections.
S1031;PingPull;;is a remote access Trojan (RAT) written in Visual C++ that has been used byGALLIUMsince at least June 2022.has been used to target telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam.
S0501;PipeMon;;is a multi-stage modular backdoor used byWinnti Group.
S0124;Pisloader;;is a malware family that is notable due to its use of DNS as a C2 protocol as well as its use of anti-analysis tactics. It has been used byAPT18and is similar to another malware family,HTTPBrowser, that has been used by the group.
S1123;PITSTOP;;is a backdoor that was deployed on compromised Ivanti Connect Secure VPNs duringCutting Edgeto enable command execution and file read/write.
S0291;PJApps;;is an Android malware family.
S0254;PLAINTEE;;is a malware sample that has been used byRancorin targeted attacks in Singapore and Cambodia.
S1006;PLC-Blaster;;is a piece of proof-of-concept malware that runs on Siemens S7 PLCs. This worm locates other Siemens S7 PLCs on the network and attempts to infect them.  Once this worm has infected its target and attempted to infect other devices on the network, the worm can then run one of many modules.
S0435;PLEAD;;is a remote access tool (RAT) and downloader used byBlackTechin targeted attacks in East Asia including Taiwan, Japan, and Hong Kong.has also been referred to asTSCookie, though more recent reporting indicates likely separation between the two.was observed in use as early as March 2017.
S0013;PlugX;Thoper, TVT, DestroyRAT, Sogu, Kaba, Korplug;is a remote access tool (RAT) with modular plugins that has been used by multiple threat groups.
S0067;pngdowner;;"is malware used byPutter Panda. It is a simple tool with limited functionality and no persistence mechanism, suggesting it is used only as a simple ""download-and-execute"" utility."
S0428;PoetRAT;;is a remote access trojan (RAT) that was first identified in April 2020.has been used in multiple campaigns against the private and public sectors in Azerbaijan, including ICS and SCADA systems in the energy sector. The STIBNITE activity group has been observed using the malware.derived its name from references in the code to poet William Shakespeare.
S0012;PoisonIvy;Breut, Poison Ivy, Darkmoon;is a popular remote access tool (RAT) that has been used by many groups.
S0518;PolyglotDuke;;is a downloader that has been used byAPT29since at least 2013.has been used to dropMiniDuke.
S0453;Pony;;is a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for  Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors.
S0216;POORAIM;;is a backdoor used byAPT37in campaigns since at least 2014.
S0378;PoshC2;;is an open source remote administration and post-exploitation framework that is publicly available on GitHub. The server-side components of the tool are primarily written in Python, while the implants are written inPowerShell. Althoughis primarily focused on Windows implantation, it does contain a basic Python dropper for Linux/macOS.
S0150;POSHSPY;;is a backdoor that has been used byAPT29since at least 2015. It appears to be used as a secondary backdoor used if the actors lost access to their primary backdoors.
S0177;Power Loader;;is modular code sold in the cybercrime market used as a downloader in malware families such as Carberp, Redyms and Gapz.
S0139;PowerDuke;;is a backdoor that was used byAPT29in 2016. It has primarily been delivered through Microsoft Word or Excel attachments containing malicious macros.
S1012;PowerLess;;is a PowerShell-based modular backdoor that has been used byMagic Houndsince at least 2022.
S0685;PowerPunch;;is a lightweight downloader that has been used byGamaredon Groupsince at least 2021.
S0441;PowerShower;;is a PowerShell backdoor used byInceptionfor initial reconnaissance and to download and execute second stage payloads.
S0145;POWERSOURCE;DNSMessenger;is a PowerShell backdoor that is a heavily obfuscated and modified version of the publicly available tool DNS_TXT_Pwnage. It was observed in February 2017 in spearphishing campaigns against personnel involved with United States Securities and Exchange Commission (SEC) filings at various organizations. The malware was delivered when macros were enabled by the victim and a VBS script was dropped.
S0194;PowerSploit;;is an open source, offensive security framework comprised ofPowerShellmodules and scripts that perform a wide range of tasks related to penetration testing such as code execution, persistence, bypassing anti-virus, recon, and exfiltration.
S0393;PowerStallion;;is a lightweightPowerShellbackdoor used byTurla, possibly as a recovery access tool to install other backdoors.
S0223;POWERSTATS;Powermud;is a PowerShell-based first stage backdoor used byMuddyWater.
S0371;POWERTON;;is a custom PowerShell backdoor first observed in 2018. It has typically been deployed as a late-stage backdoor byAPT33. At least two variants of the backdoor have been identified, with the later version containing improved functionality.
S1046;PowGoop;;"is a loader that consists of a DLL loader and a PowerShell-based downloader; it has been used byMuddyWateras their main loader."
S0184;POWRUNER;;is a PowerShell script that sends and receives commands to and from the C2 server.
S1058;Prestige;;ransomware has been used bySandworm Teamsince at least March 2022, including against transportation and related logistics industries in Ukraine and Poland in October 2022.
S0113;Prikormka;;is a malware family used in a campaign known as Operation Groundbait. It has predominantly been observed in Ukraine and was used as early as 2008.
S0654;ProLock;;is a ransomware strain that has been used in Big Game Hunting (BGH) operations since at least 2020, often obtaining initial access withQakBot.is the successor to PwndLocker ransomware which was found to contain a bug allowing decryption without ransom payment in 2019.
S0279;Proton;;is a macOS backdoor focusing on data theft and credential access  .
S0238;Proxysvc;;is a malicious DLL used byLazarus Groupin a campaign known as Operation GhostSecret. It has appeared to be operating undetected since 2017 and was mostly observed in higher education organizations. The goal ofis to deliver additional payloads to the target and to maintain control for the attacker. It is in the form of a DLL that can also be executed as a standalone process.
S0613;PS1;;is a loader that was used to deploy 64-bit backdoors in theCostaRictocampaign.
S0029;PsExec;;is a free Microsoft tool that can be used to execute a program on another computer. It is used by IT administrators and attackers.
S0078;Psylo;;is a shellcode-based Trojan that has been used byScarlet Mimic. It has similar characteristics asFakeM.
S0147;Pteranodon;Pterodo;is a custom backdoor used byGamaredon Group.
S1108;PULSECHECK;;is a web shell written in Perl that was used byAPT5as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) companies.
S0196;PUNCHBUGGY;ShellTea;is a backdoor malware used byFIN8that has been observed targeting POS networks in the hospitality industry.
S0197;PUNCHTRACK;PSVC;is non-persistent point of sale (POS) system malware utilized byFIN8to scrape payment card data.
S0192;Pupy;;is an open source, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool.  It is written in Python and can be generated as a payload in several different ways (Windows exe, Python file, PowerShell oneliner/file, Linux elf, APK, Rubber Ducky, etc.).is publicly available on GitHub.
S0006;pwdump;;is a credential dumper.
S1032;PyDCrypt;;is malware written in Python designed to deliverDCSrv. It has been used byMoses Staffsince at least September 2021, with each sample tailored for its intended victim organization.
S0583;Pysa;Mespinoza;is a ransomware that was first used in October 2018 and has been seen to target particularly high-value finance, government and healthcare organizations.
S0650;QakBot;Pinkslipbot, QuackBot, QBot;is a modular banking trojan that has been used primarily by financially-motivated actors since at least 2007.is continuously maintained and developed and has evolved from an information stealer into a delivery agent for ransomware, most notablyProLockandEgregor.
S0269;QUADAGENT;;is a PowerShell backdoor used byOilRig.
S0262;QuasarRAT;xRAT;is an open-source, remote access tool that has been publicly available on GitHub since at least 2014.is developed in the C# language.
S1076;QUIETCANARY;Tunnus;is a backdoor tool written in .NET that has been used since at least 2022 to gather and exfiltrate data from victim networks.
S1084;QUIETEXIT;;is a novel backdoor, based on the open-source Dropbear SSH client-server software, that has been used byAPT29since at least 2021.APT29has deployedon opaque network appliances that typically don't support antivirus or endpoint detection and response tools within a victim environment.
S0686;QuietSieve;;is an information stealer that has been used byGamaredon Groupsince at least 2021.
S0481;Ragnar Locker;;is a ransomware that has been in use since at least December 2019.
S0565;Raindrop;;is a loader used byAPT29that was discovered on some victim machines during investigations related to theSolarWinds Compromise. It was discovered in January 2021 and was likely used since at least May 2020.
S0629;RainyDay;;is a backdoor tool that has been used byNaikonsince at least 2020.
S0458;Ramsay;;is an information stealing malware framework designed to collect and exfiltrate sensitive documents, including from air-gapped systems. Researchers have identified overlaps betweenand theDarkhotel-associated Retro malware.
S1113;RAPIDPULSE;;is a web shell that exists as a modification to a legitimate Pulse Secure file that has been used byAPT5since at least 2021.
S0055;RARSTONE;;is malware used by theNaikongroup that has some characteristics similar toPlugX.
S0241;RATANKBA;;is a remote controller tool used byLazarus Group.has been used in attacks targeting financial institutions in Poland, Mexico, Uruguay, the United Kingdom, and Chile. It was also seen used against organizations related to telecommunications, management consulting, information technology, insurance, aviation, and education.has a graphical user interface to allow the attacker to issue jobs to perform on the infected machines.
S0364;RawDisk;;is a legitimate commercial driver from the EldoS Corporation that is used for interacting with files, disks, and partitions. The driver allows for direct modification of data on a local computer's hard drive. In some cases, the tool can enact these raw disk modifications from user-mode processes, circumventing Windows operating system security features.
S0169;RawPOS;FIENDCRY, DUEBREW, DRIFTWOOD;is a point-of-sale (POS) malware family that searches for cardholder data on victims. It has been in use since at least 2008.    FireEye divides  into three components: FIENDCRY, DUEBREW, and DRIFTWOOD.
S1040;Rclone;;is a command line program for syncing files with cloud storage services such as Dropbox, Google Drive, Amazon S3, and MEGA.has been used in a number of ransomware campaigns, including those associated with theContiand DarkSide Ransomware-as-a-Service operations.
S0295;RCSAndroid;;is Android malware.
S0662;RCSession;;is a backdoor written in C++ that has been in use since at least 2018 byMustang Pandaand byThreat Group-3390(Type II Backdoor).
S0495;RDAT;;is a backdoor used by the suspected Iranian threat groupOilRig.was originally identified in 2017 and targeted companies in the telecommunications sector.
S0416;RDFSNIFFER;;is a module loaded byBOOSTWRITEwhich allows an attacker to monitor and tamper with legitimate connections made via an application designed to provide visibility and system management capabilities to remote IT techs.
S0172;Reaver;;"is a malware family that has been in the wild since at least late 2016. Reporting indicates victims have primarily been associated with the ""Five Poisons,"" which are movements the Chinese government considers dangerous. The type of malware is rare due to its final payload being in the form ofControl Panelitems."
S0539;Red Alert 2.0;;is a banking trojan that masquerades as a VPN client.
S0326;RedDrop;;is an Android malware family that exfiltrates sensitive data from devices.
S0153;RedLeaves;BUGJUICE;is a malware family used bymenuPass. The code overlaps withPlugXand may be based upon the open source tool Trochilus.
S0075;Reg;reg.exe;is a Windows utility used to interact with the Windows istry. It can be used at the command-line interface to query, add, modify, and remove information.Utilities such asare known to be used by persistent threats.
S0511;RegDuke;;is a first stage implant written in .NET and used byAPT29since at least 2017.has been used to control a compromised machine when control of other implants on the machine was lost.
S0019;Regin;;is a malware platform that has targeted victims in a range of industries, including telecom, government, and financial institutions. Sometimestamps date back to 2003.
S0332;Remcos;;is a closed-source tool that is marketed as a remote control and surveillance software by a company called Breaking Security.has been observed being used in malware campaigns.
S0375;Remexi;;is a Windows-based Trojan that was developed in the C programming language.
S0166;RemoteCMD;;is a custom tool used byAPT3to execute commands on a remote system similar to SysInternal's PSEXEC functionality.
S0592;RemoteUtilities;;is a legitimate remote administration tool that has been used byMuddyWatersince at least 2021 for execution on target machines.
S0125;Remsec;Backdoor.Remsec, ProjectSauron;is a modular backdoor that has been used byStriderand appears to have been designed primarily for espionage purposes. Many of its modules are written in Lua.
S0174;Responder;;is an open source tool used for LLMNR, NBT-NS and MDNS poisoning, with built-in HTTP/SMB/MSSQL/FTP/LDAP rogue authentication server supporting NTLMv1/NTLMv2/LMv2, Extended Security NTLMSSP and Basic HTTP authentication.
S0379;Revenge RAT;;is a freely available remote access tool written in .NET (C#).
S0496;REvil;Sodin, Sodinokibi;is a ransomware family that has been linked to theGOLD SOUTHFIELDgroup and operated as ransomware-as-a-service (RaaS) since at least April 2019., which as been used against organizations in the manufacturing, transportation, and electric sectors, is highly configurable and shares code similarities with the GandCrab RaaS.
S0258;RGDoor;;is a malicious Internet Information Services (IIS) backdoor developed in the C++ language.has been seen deployed on webservers belonging to the Middle East government organizations.provides backdoor access to compromised IIS servers.
S0433;Rifdoor;;is a remote access trojan (RAT) that shares numerous code similarities withHotCroissant.
S0403;Riltok;;is banking malware that uses phishing popups to collect user credentials.
S0003;RIPTIDE;;is a proxy-aware backdoor used byAPT12.
S0448;Rising Sun;;is a modular backdoor that was used extensively inOperation Sharpshooterbetween 2017 and 2019.infected at least 87 organizations around the world, including nuclear, defense, energy, and financial service companies. Security researchers assessedincluded some source code fromLazarus Group's Trojan Duuzer.
S0684;ROADTools;;is a framework for enumerating Azure Active Directory environments. The tool is written in Python and publicly available on GitHub.
S0400;RobbinHood;;is ransomware that was first observed being used in an attack against the Baltimore city government's computer network.
S0112;ROCKBOOT;;is aBootkitthat has been used by an unidentified, suspected China-based group.
S0270;RogueRobin;;is a payload used byDarkHydrusthat has been developed in PowerShell and C#.
S0240;ROKRAT;;is a cloud-based remote access tool (RAT) used byAPT37to target victims in South Korea.APT37has used  during several campaigns from 2016 through 2021.
S1078;RotaJakiro;;is a 64-bit Linux backdoor used byAPT32. First seen in 2018, it uses a plugin architecture to extend capabilities.can determine it's permission level and execute according to access type (rootoruser).
S0411;Rotexy;;is an Android banking malware that has evolved over several years. It was originally an SMS spyware Trojan first spotted in October 2014, and since then has evolved to contain more features, including ransomware functionality.
S0103;route;;can be used to find or change information within the local system IP routing table.
S0090;Rover;;is malware suspected of being used for espionage purposes. It was used in 2015 in a targeted email sent to an Indian Ambassador to Afghanistan.
S1073;Royal;;"is ransomware that first appeared in early 2022;  a version that also targets ESXi servers was later observed in February 2023.employs partial encryption and multiple threads to evade detection and speed encryption.has been used in attacks against multiple industries worldwide--including critical infrastructure. Security researchers have identified similarities in the encryption routines and TTPs used inandContiattacks and noted a possible connection between their operators."
S0148;RTM;Redaman;is custom malware written in Delphi. It is used by the group of the same name (). Newer versions of the malware have been reported publicly as Redaman.
S1071;Rubeus;;is a C# toolset designed for raw Kerberos interaction that has been used since at least 2020, including in ransomware operations.
S0358;Ruler;;is a tool to abuse Microsoft Exchange services. It is publicly available on GitHub and the tool is executed via the command line. The creators ofhave also released a defensive tool, Not, to detect its usage.
S0313;RuMMS;;is an Android malware family.
S0253;RunningRAT;;is a remote access tool that appeared in operations surrounding the 2018 Pyeongchang Winter Olympics along withGold DragonandBrave Prince.
S0446;Ryuk;;is a ransomware designed to target enterprise environments that has been used in attacks since at least 2018.shares code similarities with Hermes ransomware.
S0085;S-Type;;is a backdoor that was used inOperation Dust Stormsince at least 2013.
S1062;S.O.V.A.;;"is an Android banking trojan that was first identified in August 2021 and has subsequently been found in a variety of applications, including banking, cryptocurrency wallet/exchange, and shopping apps., which is Russian for ""owl"", contains features not commonly found in Android malware, such as session cookie theft."
S1018;Saint Bot;;is a .NET downloader that has been used byEmber Bearsince at least March 2021.
S0074;Sakula;Sakurel, VIPER;is a remote access tool (RAT) that first surfaced in 2012 and was used in intrusions throughout 2015.
S0370;SamSam;Samas;is ransomware that appeared in early 2016. Unlike some ransomware, its variants have required operators to manually interact with the malware to execute some of its core components.
S1099;Samurai;;is a passive backdoor that has been used byToddyCatsince at least 2020.allows arbitrary C# code execution and is used with multiple modules for remote administration and lateral movement.
S1085;Sardonic;;is a backdoor written in C and C++ that is known to be used byFIN8, as early as August 2021 to target a financial institution in the United States.has a plugin system that can load specially made DLLs and execute their functions.
S0111;schtasks;schtasks.exe;is used to schedule execution of programs or scripts on a Windows system to run at a specific date and time.
S0461;SDBbot;;is a backdoor with installer and loader components that has been used byTA505since at least 2019.
S0195;SDelete;;is an application that securely deletes data in a way that makes it unrecoverable. It is part of the Microsoft Sysinternals suite of tools.
S0053;SeaDuke;SeaDaddy, SeaDesk;is malware that was used byAPT29from 2014 to 2015. It was used primarily as a secondary backdoor for victims that were already compromised withCozyCar.
S0345;Seasalt;;is malware that has been linked toAPT1's 2010 operations. It shares some code similarities withOceanSalt.
S0185;SEASHARPEE;;is a Web shell that has been used byOilRig.
S0382;ServHelper;;is a backdoor first observed in late 2018. The backdoor is written in Delphi and is typically delivered as a DLL file.
S0639;Seth-Locker;;is a ransomware with some remote control capabilities that has been in use since at least 2021.
S0596;ShadowPad;POISONPLUG.SHADOW;is a modular backdoor that was first identified in a supply chain compromise of the NetSarang software in mid-July 2017. The malware was originally thought to be exclusively used byAPT41, but has since been observed to be used by various Chinese threat activity groups.
S0140;Shamoon;Disttrack;"is wiper malware that was first used by an Iranian group known as the ""Cutting Sword of Justice"" in 2012. Other versions known as  2 and  3 were observed in 2016 and 2018.has also been seen leveragingRawDiskand Filerase to carry out data wiping tasks. Analysis has linkedwithKwampirsbased on multiple shared artifacts and coding patterns. The term  is sometimes used to refer to the group using the malware as well as the malware itself."
